distribution;sample_credible_set
Height (LogNormal), Ratios (LogitNormal);0.2771
Height (LogNormal), Ratios (LogitNormal);0.893
Height (LogNormal), Ratios (LogitNormal);0.46630000000000005
Height (LogNormal), Ratios (LogitNormal);0.9571
Height (LogNormal), Ratios (LogitNormal);0.2218
Height (LogNormal), Ratios (LogitNormal);0.9533
Height (LogNormal), Ratios (LogitNormal);0.5388
Height (LogNormal), Ratios (LogitNormal);0.05259999999999998
Height (LogNormal), Ratios (LogitNormal);0.984
Height (LogNormal), Ratios (LogitNormal);0.4807
Height (LogNormal), Ratios (LogitNormal);0.3983
Height (LogNormal), Ratios (LogitNormal);0.9905
Height (LogNormal), Ratios (LogitNormal);0.7817000000000001
Height (LogNormal), Ratios (LogitNormal);0.2259
Height (LogNormal), Ratios (LogitNormal);0.3548
Height (LogNormal), Ratios (LogitNormal);0.7061999999999999
Height (LogNormal), Ratios (LogitNormal);0.48160000000000003
Height (LogNormal), Ratios (LogitNormal);0.8314
Height (LogNormal), Ratios (LogitNormal);0.6152
Height (LogNormal), Ratios (LogitNormal);0.31179999999999997
Height (LogNormal), Ratios (LogitNormal);0.3951
Height (LogNormal), Ratios (LogitNormal);0.023499999999999965
Height (LogNormal), Ratios (LogitNormal);0.4313
Height (LogNormal), Ratios (LogitNormal);0.3668
Height (LogNormal), Ratios (LogitNormal);0.1058
Height (LogNormal), Ratios (LogitNormal);0.15000000000000002
Height (LogNormal), Ratios (LogitNormal);0.5629
Height (LogNormal), Ratios (LogitNormal);0.12819999999999998
Height (LogNormal), Ratios (LogitNormal);0.8221
Height (LogNormal), Ratios (LogitNormal);0.4685
Height (LogNormal), Ratios (LogitNormal);0.8621
Height (LogNormal), Ratios (LogitNormal);0.8046
Height (LogNormal), Ratios (LogitNormal);0.5397000000000001
Height (LogNormal), Ratios (LogitNormal);0.8139000000000001
Height (LogNormal), Ratios (LogitNormal);0.31179999999999997
Height (LogNormal), Ratios (LogitNormal);0.7148
Height (LogNormal), Ratios (LogitNormal);0.036699999999999955
Height (LogNormal), Ratios (LogitNormal);0.46619999999999995
Height (LogNormal), Ratios (LogitNormal);0.0928
Height (LogNormal), Ratios (LogitNormal);0.9486
Height (LogNormal), Ratios (LogitNormal);0.5184
Height (LogNormal), Ratios (LogitNormal);0.7473000000000001
Height (LogNormal), Ratios (LogitNormal);0.36219999999999997
Height (LogNormal), Ratios (LogitNormal);0.863
Height (LogNormal), Ratios (LogitNormal);0.5647
Height (LogNormal), Ratios (LogitNormal);0.19930000000000003
Height (LogNormal), Ratios (LogitNormal);0.5679000000000001
Height (LogNormal), Ratios (LogitNormal);0.09040000000000004
Height (LogNormal), Ratios (LogitNormal);0.01739999999999997
Height (LogNormal), Ratios (LogitNormal);0.5414
Height (LogNormal), Ratios (LogitNormal);0.6529
Height (LogNormal), Ratios (LogitNormal);0.38770000000000004
Height (LogNormal), Ratios (LogitNormal);0.7292000000000001
Height (LogNormal), Ratios (LogitNormal);0.09899999999999998
Height (LogNormal), Ratios (LogitNormal);0.8389
Height (LogNormal), Ratios (LogitNormal);0.9596
Height (LogNormal), Ratios (LogitNormal);0.8732
Height (LogNormal), Ratios (LogitNormal);0.9138
Height (LogNormal), Ratios (LogitNormal);0.8398
Height (LogNormal), Ratios (LogitNormal);0.8181
Height (LogNormal), Ratios (LogitNormal);0.34099999999999997
Height (LogNormal), Ratios (LogitNormal);0.5549
Height (LogNormal), Ratios (LogitNormal);0.7885
Height (LogNormal), Ratios (LogitNormal);0.03500000000000003
Height (LogNormal), Ratios (LogitNormal);0.48340000000000005
Height (LogNormal), Ratios (LogitNormal);0.34450000000000003
Height (LogNormal), Ratios (LogitNormal);0.1845
Height (LogNormal), Ratios (LogitNormal);0.7223999999999999
Height (LogNormal), Ratios (LogitNormal);0.6384000000000001
Height (LogNormal), Ratios (LogitNormal);0.46419999999999995
Height (LogNormal), Ratios (LogitNormal);0.6033999999999999
Height (LogNormal), Ratios (LogitNormal);0.09909999999999997
Height (LogNormal), Ratios (LogitNormal);0.5883
Height (LogNormal), Ratios (LogitNormal);0.13870000000000005
Height (LogNormal), Ratios (LogitNormal);0.6521
Height (LogNormal), Ratios (LogitNormal);0.45840000000000003
Height (LogNormal), Ratios (LogitNormal);0.921
Height (LogNormal), Ratios (LogitNormal);0.9705
Height (LogNormal), Ratios (LogitNormal);0.6272
Height (LogNormal), Ratios (LogitNormal);0.46309999999999996
Height (LogNormal), Ratios (LogitNormal);0.41659999999999997
Height (LogNormal), Ratios (LogitNormal);0.37760000000000005
Height (LogNormal), Ratios (LogitNormal);0.1592
Height (LogNormal), Ratios (LogitNormal);0.7177
Height (LogNormal), Ratios (LogitNormal);0.15959999999999996
Height (LogNormal), Ratios (LogitNormal);0.3124
Height (LogNormal), Ratios (LogitNormal);0.6844
Height (LogNormal), Ratios (LogitNormal);0.8395
Height (LogNormal), Ratios (LogitNormal);0.6182000000000001
Height (LogNormal), Ratios (LogitNormal);0.23309999999999997
Height (LogNormal), Ratios (LogitNormal);0.4675
Height (LogNormal), Ratios (LogitNormal);0.7010000000000001
Height (LogNormal), Ratios (LogitNormal);0.7247
Height (LogNormal), Ratios (LogitNormal);0.8849
Height (LogNormal), Ratios (LogitNormal);0.6355
Height (LogNormal), Ratios (LogitNormal);0.6894
Height (LogNormal), Ratios (LogitNormal);0.5456
Height (LogNormal), Ratios (LogitNormal);0.9938
Height (LogNormal), Ratios (LogitNormal);0.5157
Height (LogNormal), Ratios (LogitNormal);0.9228
Height (LogNormal), Ratios (LogitNormal);0.01429999999999998
Height (LogNormal), Ratios (LogitNormal);0.3013
Height (LogNormal), Ratios (LogitNormal);0.9663
Height (LogNormal), Ratios (LogitNormal);0.9225
Height (LogNormal), Ratios (LogitNormal);0.9266
Height (LogNormal), Ratios (LogitNormal);0.29179999999999995
Height (LogNormal), Ratios (LogitNormal);0.1503
Height (LogNormal), Ratios (LogitNormal);0.20879999999999999
Height (LogNormal), Ratios (LogitNormal);0.2581
Height (LogNormal), Ratios (LogitNormal);0.16259999999999997
Height (LogNormal), Ratios (LogitNormal);0.7204999999999999
Height (LogNormal), Ratios (LogitNormal);0.7027
Height (LogNormal), Ratios (LogitNormal);0.3629
Height (LogNormal), Ratios (LogitNormal);0.16010000000000002
Height (LogNormal), Ratios (LogitNormal);0.6021000000000001
Height (LogNormal), Ratios (LogitNormal);0.9888
Height (LogNormal), Ratios (LogitNormal);0.16949999999999998
Height (LogNormal), Ratios (LogitNormal);0.9379
Height (LogNormal), Ratios (LogitNormal);0.6372
Height (LogNormal), Ratios (LogitNormal);0.7322
Height (LogNormal), Ratios (LogitNormal);0.20550000000000002
Height (LogNormal), Ratios (LogitNormal);0.4841
Height (LogNormal), Ratios (LogitNormal);0.6575
Height (LogNormal), Ratios (LogitNormal);0.2238
Height (LogNormal), Ratios (LogitNormal);0.5079
Height (LogNormal), Ratios (LogitNormal);0.4841
Height (LogNormal), Ratios (LogitNormal);0.4931
Height (LogNormal), Ratios (LogitNormal);0.41080000000000005
Height (LogNormal), Ratios (LogitNormal);0.22860000000000003
Height (LogNormal), Ratios (LogitNormal);0.4085
Height (LogNormal), Ratios (LogitNormal);0.35119999999999996
Height (LogNormal), Ratios (LogitNormal);0.46440000000000003
